173,996.969557,1009.622355
182,764.334085,957.150569
183,928.375068,1004.099516
186,903.520633,852.290969
188,910.626592,925.795288
190,673.684427,946.449466
190,871.72074,970.054241
191,857.760335,988.741354
191,921.760344,990.708419
192,896.788414,1003.494338
192,1238.820848,609.131672
193,891.861595,1016.54086
193,887.82158,1019.230855
193,896.847491,1032.016774
193,949.864495,1041.852097
194,867.90841,1060.53921
194,876.873207,1043.819162
194,1124.880067,302.244503
197,781.029867,917.321852
199,731.120167,937.2531
200,754.171671,962.824939
200,763.164988,959.874342
200,769.132486,966.498466
200,970.144163,978.300853
202,687.214632,981.512052
202,933.245859,1004.133295
203,927.27476,1017.902747
203,815.292533,1045.181048
203,928.295541,1050.09871
203,1013.290141,1050.09871
203,952.303687,744.918003
203,1047.305102,239.475065
204,954.350455,1055.276973
204,1104.332038,254.22805
204,1105.352345,264.063372
204,1132.360816,268.981034
204,1145.35999,268.981034
204,1170.374699,276.849292
204,1182.369862,274.882227
208,550.517978,327.009438
208,1095.554327,250.613399
209,1110.573745,260.448722
209,1185.601575,276.185238
209,1187.589225,270.284044
209,1191.599156,275.201706
210,1145.610227,279.135835
210,1148.603925,276.185238
210,1157.615576,282.086432
210,1178.608131,279.135835
210,1185.605649,278.152303
210,1232.639331,295.855884
211,1063.681508,1019.264633
211,793.641765,903.2667
211,814.636356,901.299636
211,824.62961,898.349039
211,626.622825,269.300512
212,1092.729854,246.738146
212,1100.725271,244.771081
212,1126.725657,245.754613
213,945.744006,1045.820005
213,791.739674,950.47625
213,812.732228,947.525653
213,812.736302,949.492717
213,676.746095,241.820484
213,1105.739214,251.655807
213,1114.74679,255.589936
213,1121.746346,255.589936
213,1129.756023,260.507598
213,1140.745139,255.589936
213,1140.75125,258.540533
213,1154.760546,263.458195
213,1161.774362,270.34292
213,1164.76806,267.392324
213,1167.769906,268.375856
214,816.807203,1072.375376
214,783.764627,962.278637
216,786.886664,1021.290574
216,936.870221,885.159667
217,944.909221,1037.02709
217,1014.953665,1060.631865
217,761.938378,912.698571
217,847.906432,899.912651
217,724.901694,783.191788
217,1078.917829,226.403446
217,1092.927126,231.321107
217,1101.953036,244.107027
217,1112.946226,241.15643
217,1113.952274,244.107027
217,1113.923754,230.337575
217,1118.945845,241.15643
217,1127.945273,241.15643
217,1135.961062,249.024689
218,765.964606,925.484491
218,860.983017,937.286878
218,837.970321,554.205395
218,841.957844,548.304202
218,845.95759,548.304202
218,1120.964052,250.008221
218,1135.981433,258.860011
218,1146.970549,253.94235
218,1148.996905,266.72827
218,1166.00601,271.645931
219,809.991133,1072.434253
219,857.005679,948.105733
219,700.982584,246.074092
220,744.035266,958.924588
220,759.066907,974.661105
220,801.039794,962.858717
220,809.059657,972.69404
220,846.038643,853.02258
220,851.056659,861.874371
220,853.038198,853.02258
220,1051.076611,213.676403
220,1073.081324,216.626999
220,1084.092848,222.528193
220,1089.059937,206.791677
220,1096.088012,220.561129
220,1107.08935,221.544661
220,1112.086995,220.561129
221,758.103639,992.364686
221,955.119644,1006.134138
221,661.07484,864.824968
221,851.113699,889.413275
221,885.087093,877.610887
221,1078.095267,223.511725
